Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
102856.83438714968,2.707309213962624,6.820678672762815,4,38232.79915677705,307769.35611777793
55141.955123039676,5.605270930478066,4.228780777036732,4,32257.615231117543,226480.491118761
61505.53405595842,3.4914482999612844,7.671482542003308,1,30176.132519336574,231377.94372822094
71494.77047631462,4.871723306814015,7.073071973161866,1,20246.3397272175,222986.8662555125
62447.86518825701,5.657524820606961,7.077278588561901,3,43035.07931934759,278175.96501899796
46740.048534008005,5.642714430900546,6.657713608214591,5,36647.0274533311,258413.9710673059
71028.4446220904,5.84384150847057,6.029424986540985,3,24470.79162632698,261036.8094739076
54065.44429410843,8.227422538117294,7.00929185395023,1,40018.248536819374,281607.1775911298
77103.88645952773,5.90706860302796,6.887721200612067,4,25024.29161614793,261465.639195699
56208.63648649295,4.511686729418702,5.468938933588464,3,22179.96507488963,216590.32396338996
93249.01607526309,6.928174336576714,5.139597340654649,5,22402.96882519713,294853.0042093096
58251.20061495644,7.378940977849281,6.15278444289298,3,12289.314469119086,202305.6058713263
65169.07725691487,2.544784369726015,8.323530227242781,2,34715.42380418206,248076.25659037562
82202.75826054504,6.194800139699716,4.141339386519149,3,11688.551216616499,238093.60981494657
51537.03525349067,6.402345484621796,3.79871210137134,1,17715.56168734237,210778.20408782613
73411.89901906194,4.404872993280016,6.247141261854775,4,9244.119909214667,204937.81940066823
89607.14131423642,7.751413626623239,6.076331552784027,4,29139.30307209107,280818.0740137293
45887.75148158159,4.699888825934947,6.260012496555612,1,28496.79539728128,209915.00734251432
72769.50787798456,5.2511529069430845,6.36592979686275,2,26733.037868136358,255877.15237381388
73898.24191372635,4.65385635143226,5.665196618047792,1,19574.223053294238,210953.63930567505
81727.34307665966,5.031158095162935,8.234795157903124,3,18277.6624656336,249846.9008287356
51445.739336828774,2.8074498262095964,3.5986440322852267,1,34643.69863546574,223075.90213689578
50193.15080373586,2.1198982348114113,4.757254462829631,1,24494.480682915124,169207.83609215828
77829.12348425346,8.189010126449944,5.845117859776429,2,33163.58321536145,307496.1319842468
74454.77009849779,3.3060773033633444,3.535216783268749,3,21147.513138757775,207207.44010155558
73757.39275518815,3.0172153010873854,5.736218393351893,5,31810.627427710824,227207.55997730565
75196.72314245463,0.6932197727925704,8.492205248592027,5,43032.78037316064,261551.28696292997
59799.62917632264,3.7220765046209956,6.031329732443942,4,35861.658003927834,238144.12787790823
73483.80545741506,2.3538204131850033,6.346051358578025,1,25875.861817835197,216247.11035984944
74396.08709948022,8.284030320272738,4.1097528522411295,4,32571.989703559273,290980.769165208
59284.72872960448,7.019634178685268,5.075457887940784,2,27593.34825469787,248330.1035468154
97986.61766717135,3.6236993096445524,5.437205429514094,5,30078.80184694728,284059.3809261295
77107.49381367682,9.504871610688618,5.523427354865649,1,26743.889478514964,282174.810879286
52130.44754196027,6.963530973983189,7.922465692505654,2,28356.64794114609,255018.4533132121
79848.30412950745,4.350337232982755,6.836536591087687,2,32120.933530741753,248206.66098778642
55379.77494659018,0.0011885702528537934,4.332813064594452,1,20066.413004180493,127374.86488090506
81806.26905613678,9.581885145181484,6.369757167648007,2,19841.211730100214,303451.2692814761
87378.93368511106,2.220855066472808,6.747332622745178,1,16114.57446168789,227312.9659508499
57689.76522472434,1.7092025060862164,7.7102235577819,1,13997.288954962902,172598.41494604363
84450.64193866483,7.045140864019281,8.370811029852561,3,17827.173077795207,269681.2878054926
76191.71390404747,9.879504812678546,4.477358712258197,4,31594.625068041292,303579.55327348947
82330.90239991735,7.768545637021036,4.783713733184493,2,21072.12484508116,270617.16084930615
98451.89473980921,6.12781824010472,4.113633211628075,2,35136.14464231096,289837.54016778216
66319.17825995694,6.189508683330572,5.6489702113395275,3,30347.13748752562,251922.69367475767
58693.95753463766,6.706831117560616,6.699537561669501,3,10314.957865619464,224760.15439891588
56657.28355561715,6.5178571795735305,7.481001774883653,3,36549.755842216895,283942.07133090525
57762.845725518426,5.562382847938752,5.886073464536216,5,38107.9864559171,258720.08977559494
68843.47435878844,5.208402207903752,5.520228715117734,5,20061.373251651465,245638.00723927276
75117.27962224965,4.874813744200956,6.227636988373111,5,34201.91542894991,256825.47196927475
74150.36198995028,3.4920708222666477,4.747285647554966,1,21435.01762590801,222347.22710831888
82407.74873554036,4.438649846266452,9.13430808254216,2,30976.703767483355,273583.5853663778
70195.0283781686,1.614086371609229,3.588508459322912,4,17355.015930450343,189159.43660794018
91803.01115735975,4.8033207464105,6.277110868343587,1,12068.93547465423,241783.62530877398
66030.14750143066,3.022817785698165,9.035409328844459,2,26171.828103870313,245998.2420589289
110802.53749884429,2.792821365568458,6.010199766839997,2,28762.710537251638,278964.0833292551
79385.01021647509,5.359788302306957,5.7149414474977585,3,26023.203063853958,268572.57468859723
57142.63665375576,7.784004572689199,5.463831865784359,3,18159.694417774408,233397.47423903088
53936.612529083315,6.836633212004626,5.729412477356388,1,26001.00937868863,231337.27727773378
77237.08622864778,1.858998792753646,8.059272712014796,3,32692.94752580734,247289.33695060466
66648.05822011223,3.020743726859325,2.6822071330057398,2,29551.06969877463,200235.96861639846
80710.00741138138,6.881542375976432,8.300150551944489,3,31825.010305992135,303890.21858947637
77098.56436860317,3.035025212923381,3.864064271324782,5,23298.847995457672,226289.63380845962
68907.56631014691,4.550733700005951,5.600021506148378,3,41717.179147161594,271715.55477441225
57298.094228973925,6.100104198049104,5.3561333695520075,2,18238.266634452193,217050.434897545
47277.29162971203,3.0633110902727294,6.88282990465608,1,34875.602970867185,216694.34930843246
63302.275718994686,5.21075101229192,3.6028134721743785,4,41818.91092959962,269947.899081956
82845.98191485209,2.331949010163591,6.693258999122914,3,34809.080927488954,249166.6866062285
73211.40616195305,3.7972647120975727,9.036464434930279,2,27974.7577293517,263609.31900316785
51313.918319320175,5.639563868285074,3.9552389931107843,4,24717.02953337021,202713.4059230268
72597.71388776774,1.8140125329366614,6.284559251415594,4,40360.87651046256,257059.80432039866
75779.76069593255,5.880949475920798,5.007026733305087,5,15770.25074738327,250252.15881142748
56742.138456983004,4.960724402146638,6.638830809289553,4,20298.757396203564,201398.95162917077
72305.87658918292,6.104979908834295,6.028721666123628,2,26024.422345082785,258630.85945819516
70873.13077669,5.447828268129323,5.037769636433536,2,42376.53757511998,272044.9410451327
52855.44553254065,7.728280859947688,6.7318084273066106,3,33797.67636040896,259232.71917628506
75366.81040522426,5.250449005295814,8.706522164680115,3,20319.542414897547,272234.9246209802
78411.76789552352,4.141188917749494,5.713644312409052,3,26896.922946150964,243854.8170687532
86245.76864762916,5.244595006064568,7.079636913222273,4,23856.768559037057,268862.55542509444
85807.03078052355,6.086596058072776,4.0600905631932545,4,22902.11007766465,268438.12912285957
49334.959480643636,5.0977201406514085,4.565345434772987,5,39788.89558556779,249240.05643546424
55932.62440127316,5.081183382407764,6.7086094168205666,3,16282.568707364944,208402.46906471887
77725.5290081299,3.5960166243864893,8.226174042803947,1,46087.808557343735,300518.6525414594
77706.78926368314,3.6741981648981037,6.53342002317849,5,38282.29690184623,282843.6160837316
77725.71529459071,2.194789456400613,5.530412954215269,1,40908.61670603698,229223.65249172822
127790.97235982082,8.499153486373878,5.998937108135031,4,25370.604879747418,364119.21906856995
78563.35766039751,2.51227352921743,4.124388399045424,5,28500.592809208905,229972.4784028985
87033.48460270898,3.6141896044081854,6.90677298953305,5,15668.481854752881,252356.56113961057
84310.02645239803,3.5631854688616054,7.3234995934851135,2,24753.37592933197,227972.9736295615
79770.86876958697,6.789848753888883,5.3218645007503795,4,34936.54847643151,321527.30723706144
65270.96133039481,4.410100643415944,5.294936778360748,4,42960.630617813964,271713.65450612543
81384.53830739901,7.495484145347468,6.398817344478073,5,18928.431831975482,283371.3673400915
58407.621781936425,3.653018751512263,5.3449203959391065,4,26344.940630147343,227371.78059220893
66447.72089889986,5.557988324447604,5.900801078061266,5,28487.007797674778,280166.0261066079
62719.54678256345,3.3293058934804853,9.149582683749774,2,16042.107978075148,219911.97492943323
71228.11209079484,9.290298255546777,5.629461448881005,5,35913.492417584006,324207.57373594923
104719.87850010264,2.6248031619409744,5.462489771968166,4,22760.09668257391,269467.39183919615
41991.02211112378,5.619641420454055,5.028687291547262,4,28046.09648822976,211003.31927175255
80293.9028556177,6.267553761864197,7.116287957249905,5,25480.50628088122,279900.8898100315
45809.26193215523,5.827598194902997,5.728163740172845,5,22106.61494280326,206582.80351658812
62921.0220131585,4.629424682244584,5.025940442517861,5,29929.550145194455,233794.44134816682
86334.25895451049,4.740358600533147,7.9819560484095184,3,27843.904214319777,267997.00346435455
70964.20028643194,5.087622943958219,8.129404506770456,4,26281.421177213346,261773.68025065883
53833.82833106041,4.705995996743023,5.099364651391943,4,22715.383783196572,193891.6175151098
59270.444361100475,6.927758233589819,3.2001900729590758,3,33195.24670782955,251483.85789944048
80193.96623402013,9.421046003182703,7.511270534755383,5,46536.17268492285,359766.8013460564
59044.50052424295,3.885016429984333,4.973055261359994,2,31398.872328391273,222549.28903365714
73246.87884372962,2.2603940408418444,7.1859383987441525,5,39961.18214911129,258104.99926575634
70683.57759855721,4.82343590329749,3.044844273432247,5,16097.780748465373,247448.1119967077
60225.99478591274,10.159418675308636,7.338896007448964,3,31577.614392937696,314384.04675687884
102159.16133987988,3.3926508640605384,4.183242106078828,4,19026.316810289332,245688.66980055076
79508.78533477016,8.278233610888135,7.096146178599787,5,15230.750724680986,285316.4273276665
39622.86120013589,8.355401628152881,6.021409601754651,4,22606.285925409637,224227.86651195196
72796.81472154142,3.892823516584011,4.569090870905033,1,41918.99334413573,247662.1010238747
60073.20302847418,6.137966158370551,5.389445530609829,4,39500.15828669646,256036.28964161946
82786.50002194336,8.256793246257075,7.029477685435051,2,32430.047220544,317077.3322713416
58112.188923509486,4.241744518025026,6.158841679672851,2,14672.994401100692,188912.12341538438
68278.95337799651,4.592839279795276,6.876619470708726,5,28037.193486120632,263482.56743098446
77574.80918470686,3.8366381721027123,8.964660876773229,4,33017.000089017354,287523.72220529267
82986.32791255182,2.9704865386142663,3.653637582433423,5,31755.36229578598,264702.4136108239
51995.55389416336,3.701444909867986,8.425818862452935,3,11562.064165192543,180737.1349218336
64982.481462385775,2.552119466475487,6.156533906284819,2,21096.821519801284,206724.8855362803
62875.82033258566,5.068166936518452,4.6518239275153075,5,29359.222358512834,248297.50638508823
60200.06151139432,3.4600535378827164,4.004529561391515,3,35362.9090951719,219907.31189218035
96481.81360421646,5.467571823581496,5.71631941383445,5,8038.721789000534,251339.75971538422
76074.72566441433,1.8882087075927454,7.382475167886689,4,28378.760245201414,254759.27856014494
51086.74068497433,5.661760464428914,5.808676319433698,4,31430.487698789522,239427.0314238187
83767.92920582164,6.6670579232178495,8.266732395371022,4,38496.11988516213,329008.05229520774
101832.3429551895,1.0125287148570892,3.823236464922662,4,36928.57584237437,259626.3754724379
85486.9789082672,5.748113139695144,5.981866578230918,1,35825.71318808805,278079.514361461
47209.4505106898,7.455337984946585,4.121409833380321,3,22000.594932980657,213281.2969034424
62736.48890700623,2.580717962617589,6.545447823937452,3,10919.978628766923,182238.89549000637
89003.66723779934,8.345144773675408,7.33033108514595,4,26069.47242938599,307105.34880978137
59384.958015718286,5.838038018732091,5.36885730947842,1,40016.3182520856,257236.29217595782
76657.29142219343,3.5899762884831823,2.0936792150592987,4,43934.545275244316,244338.1347632221
81619.51080144005,4.8884618446845876,6.298422220194742,1,37105.491022977854,268816.5035712366
56096.04292632875,6.116653825043445,6.655107827600264,4,34293.408228017346,265882.07071673236
69107.119659073,5.152010782824823,6.606442132442546,2,33796.39648385966,267843.6961495687
21380.98989896391,6.077511984892738,7.853673287733232,2,24438.812532392196,183073.82854695516
54634.185379985654,3.1586528138412673,4.393419480526427,5,28699.3970644638,197726.05464918134
66211.4777291026,5.3387216480721555,7.020324158175674,4,46690.69525826331,282913.40886652033
51283.25227052726,2.1725710061900396,7.7887612687169625,3,20574.419942081237,184010.55223602545
94486.16955897454,4.7775478773026,3.3321186239902247,5,46147.787907098515,319906.0869620888
48547.87933059051,3.1921847170704205,6.479477738878466,2,26779.718455079415,205982.9486845844
63399.332699545244,3.528940114820467,5.243730253488493,4,43254.32109095078,250150.37629204692
71961.10865929136,7.472186350420875,5.877715990347531,5,15931.849905024617,247380.88199508484
91619.09933599173,7.182620241188538,6.5215147253075045,4,35859.04201164649,328258.94544436684
48462.06773230841,6.218276241814354,5.2691571538296715,2,22632.298640523783,204250.89736054355
87447.45628232439,2.815374470654842,4.986437881257582,5,15847.328080758125,225769.24830922714
70153.49591529381,4.367183100610396,6.051228626232037,2,32185.340424109458,262781.65976279415
55277.37023428074,7.426195399958367,4.369131091705796,1,40094.71788595969,270484.25486711087
76931.55211394906,5.28343382727981,4.371262306672222,2,21550.585614065036,240768.8923277274
72985.89543360205,9.63865907996339,7.019059924434755,4,15009.840395415988,270261.22435191553
60996.74684261808,5.786635678788744,4.276808947262015,3,29081.55235665045,240022.5921761321
71047.03127485028,5.3840982329800635,6.999468751363818,2,29125.64671222819,270286.7393312268
64220.2960470736,4.3817670715949975,6.693886939280927,3,35483.196275544986,249827.6053763996
71702.76017876872,5.267081809564565,3.4112899068141047,1,39495.945713644884,272784.4402250262
79931.9601178157,4.695060327238912,4.983653021496517,5,29405.84818727506,278505.9578263275
93790.25224218029,6.416217353377181,7.791164104571059,5,48555.03314794263,372550.76703721756
51432.76751759727,6.913404633589169,4.528251703290477,3,32242.347445352916,245461.58228475935
101995.500619844,3.4280210789841012,5.303393606535918,5,26535.734939931004,287735.8166302087
40718.68300716247,2.337534092884444,6.693091339877845,2,13884.326408971721,165829.3478402317
67723.22357446625,1.3275892537934069,7.175085763923893,3,27373.404796838324,218956.90568361932
78824.75809726864,6.015982653825088,5.622691670933256,4,26636.130545888638,266770.3420526953
74214.8780160255,2.793266787652253,5.103734707962538,2,39603.0479628147,245494.32600072425
60659.50720269109,0.6942188140950343,8.133554792547761,2,34624.83624066854,216234.44492680026
66878.16624464087,5.7771572090619285,8.608349495696368,2,18206.308783673827,230637.57228394793
62604.985980117504,9.985999034865582,7.468287076172693,4,31722.543864110376,305121.4032742743
61159.52864583683,4.987858176920214,6.127977213847536,1,36715.31171729053,259653.85542407868
82744.03145531537,6.676981548903283,4.78760141753861,5,45280.31359387832,298471.9584358028
75355.23228947571,5.16365871709513,4.7543333901651526,3,38875.03967414059,290536.00292221695
59606.35607109019,4.8022206936177145,6.783771157898636,1,37608.46654311478,260791.27210556675
83493.99813149875,6.838152965975537,6.627597331333026,3,30600.859946151635,292364.58724766714
74609.49281314915,4.419450911622698,8.102397889419644,5,33883.120054234496,284820.88617023604
82192.9317825844,5.534784628143806,6.975675138804209,4,42495.049007061585,310537.1949325221
79444.43262885418,5.643395612392027,3.745379547360273,2,16672.226025203505,245971.85853879675
57565.07483616892,3.6638190927139025,7.577921426584378,2,26505.60672783044,229713.4551976746
61597.284397045456,6.984084699073046,4.502909059028381,4,22274.312512437595,227299.2366744856
81209.40407684892,4.650080486609182,5.424043092071472,1,33791.531187261244,271890.81295088684
79155.55398150197,3.4885096810143104,6.3753003093775416,1,42302.221756507875,271043.09430586704
69686.47609053778,6.073019687140807,8.993501234675946,3,24030.257132789262,268116.257151354
71759.91074963173,3.2030640364179255,10.664877834008042,4,6096.9563253056185,209907.0892995801
89164.97343682637,5.056362314738257,6.910084588704274,1,25877.7925497553,291098.46203686245
61126.42916746255,4.981762006711593,5.725205071919418,4,39134.73732017406,270803.38201728073
78206.46071755057,7.171791131663156,6.801758472720826,5,35376.2990294988,301391.28117582947
66967.11021349159,5.949396465759905,7.3314831388107535,2,34281.86247810576,257819.6645589994
66734.78195159169,4.949946082509713,5.518998561664213,2,27200.066981255204,233740.03421353764
86481.65277980786,6.635532598400574,8.692817033868483,2,17209.692637802138,284306.30205957725
82381.24523482045,7.780415098034627,6.345106138787103,4,35152.943216244676,317809.494398464
82202.64454000958,6.115620612703724,6.746614633637091,4,21657.181899653755,286038.938152227
89582.18210731493,5.0207052396867615,6.998886378081692,3,51840.96733380456,340155.8893376661
70315.05762449138,2.376327535299681,6.632379915921684,2,35705.07208354516,249503.59579396163
80229.29456942446,2.869772673849255,7.258410750704418,3,24193.51697446049,245989.31030117668
65345.99865109816,4.389550591290664,5.074120220179616,2,23886.147526113717,207164.4127405695
74862.49528732663,3.7809755956814337,5.162547369080954,3,29070.55793386412,241100.3662894683
68047.85418448474,4.626057394029108,4.349768650542458,3,27604.9807797825,244892.0574283821
71454.93947489078,5.113299849794214,6.659251845930339,5,41168.337755299544,288433.11316528264
78927.3553815537,6.059385508713461,7.168404755268171,3,31864.161697440464,292586.1390169244
57726.689751497914,4.859002443881818,6.686659299227829,4,22683.68261091472,222793.23763157232
101385.8091352819,5.9730032876524035,8.511738650021305,3,48904.406851557826,350878.1350472506
54909.73927750447,5.12894882962024,5.99160597175643,2,30493.083315202228,229364.8530611846
51787.17080818402,1.0490668672922574,7.003112483388769,3,37688.39675968897,210654.25525184695
87371.66310250101,3.1213292123624914,4.362448685791028,1,23917.73492555241,228361.62286282197
